SizeRank,RegionName,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25
156,East Baton Rouge Parish,,,,,,,,,,,,,,,,,,,,,,,,,,,,132002.6045051756,134826.97497073142,135708.2117809871,137776.2278446092,137226.32474526015,136672.99277880657,135950.27192732217,136087.2051410936,136439.4694425563,136814.06509846283,136995.9330283519,136854.11522336208,135713.72835380866,134157.32216420435,132733.9553577098,132355.7942399626,132696.7902388381,133245.28247156757,133708.82144990205,133886.92114526115,133970.06333774255,134102.00902296117,134266.38468537814,134423.43878779394,134805.79248082952,135341.08181546468,136245.97488473938,137022.94055455958,138080.7875733929,138868.39750240927,139668.78857948646,140363.44145474254,141092.9088698553,141787.16173448297,142312.25509021172,142790.06226090406,143603.74818305438,144520.56163608553,145821.9686495466,147104.15148715375,148566.4425249549,149777.5171260982,151091.52964083035,152409.3007940206,153865.13968391367,155538.97380824623,157388.9907089736,159360.98294666933,161175.09497186574,162858.1918433875,164656.18339804394,166472.62704704935,168716.8699523162,170624.93928885463,172109.6906403453,173347.69460582302,174456.5928,175291.29020980725,175704.86071740216,176130.47779428284,176921.24184738487,177322.0986695447,177760.2036841119,177966.92312571243,178521.23517267322,179062.70332023254,179590.5703192882,180154.10257077395,180378.87815669877,180366.57191745797,180054.2703349459,180360.51514615063,180938.73426449424,181674.5877,181950.5426736765,181560.73331925413,181023.17368742384,180090.89781124223,179722.46499812373,178834.23728054969,178076.4496581559,176713.8316402457,175792.68169295744,175296.9229572068,175422.09,175719.47374978405,175863.35602876314,176386.94357946757,176920.44119102173,177814.88404997962,178171.9309422139,178699.07508316837,177762.19886145578,177019.00471628396,176231.56566629655,176239.71718548692,176254.77971734488,176040.70441168649,176222.82463241587,176064.83674898432,175581.91806526083,175074.93439577907,174560.38447678016,174200.61750360404,173102.9509820636,170934.9271215779,168620.52966064596,166267.0783207641,164889.02525889277,164100.52799909838,164017.3838900563,164584.16583689448,164990.2275702166,164993.18846363528,164867.82222660372,164517.4141853048,164398.1046998288,164213.63931989358,163873.21551192636,163190.79319040515,161968.76659535203,161544.18878908284,161669.6709611312,162027.47205355484,161900.88682033424,161744.34668748637,161375.45852148795,160576.42289667818,159832.34857487277,159601.1525784057,159534.93204776337,159407.69826511896,159746.27003625644,160485.9401870309,161472.72473856484,161549.5894663312,161575.46322752163,161714.67241846942,162089.74224239565,162226.37905035517,162455.45,162696.41947922125,162749.58151979969,162254.01585251722,161901.32267513595,161941.13031857388,162263.4726072371,162843.21719808577,163729.12527108102,164740.5635,165524.7191462606,166247.69521685492,167090.78525179124,167992.3504069361,168800.1684967624,169047.00971018165,169128.9155557816,169434.72984654523,169856.84769762863,170582.63904467947,170960.5663379295,171405.7566131265,171937.5807019082,172399.7058712873,173476.7286666585,174462.64757160866,175612.52999888718,175758.70644080685,175885.23060133646,175815.8365299272,176095.9643968665,176076.57468060424,176245.31910891563,176299.20638086545,176258.39832206178,175742.70425509816,175252.20626018205,173892.01098237585,172331.51538184352,170609.9634292638,170118.35105944137,170441.5622473153,171466.98595573698,172969.47709792852,174938.4129915108,177193.8835744694,179441.96025996876,181656.8536983874,183917.32955868522,186348.16180833554,188356.31164525144,189583.3737,189615.6255299239,188992.83243502525,187705.8932871325,186874.42434721751,186191.7870890137,186023.50830456684,185499.50000716792,185476.40417076554,185773.34871201255,187064.36046469086,188813.89088039123,190941.56797088985,192495.85195816043,193228.24239548412,193190.48841413576,192719.9349236485,192248.92241558188,191694.9109655891,191471.21781050286,191637.3365,192440.9022855795,194095.50331297275,196074.81582801242,197634.94971954846,198186.61779947052,197456.77257079593,196428.36496393106,195459.23355955046,195441.0642092259,196350.32878626933,197624.76570409475,198818.29865708222,199556.80404287277,200317.4101632981,201393.4971345094,202699.19603161642,203841.89507062678,204723.16397685013,205660.20530155298,206691.7869261759,207762.05229757144,208616.85344135333,209774.09240146316,211356.8215998571,213341.16269015273,215606.08061872338,217835.6489367229,220252.62870002675,222614.84856024003,224491.98770363498,226269.26243182248,227054.46965758983,227130.70425823625,225961.45083288662,224725.74505913255,223944.77768726822,223825.33351715375,224406.83188337027,225055.78232212403,225901.27724734112,226809.31237521835,228027.54439122917,229016.80932544408,229468.51826909735,229317.4737820547,229078.80078754912,228763.08421236536,228619.08626139272,228178.92924302362,227903.09249914263,228156.77225332323,229377.5179,230824.22676295726,231869.7327,232202.83130276646,232108.34938674068,231713.8917432015,231217.00543808847,230666.49583094497,230783.79549294096,231626.65538788875,232684.48574767992,232994.27965094484,232535.0919428563,231765.38306155917,231555.7007474712,231189.96603490657,230481.86785472895,229203.8889875346,228155.26551408626,227700.10000000056
160,Jefferson Parish,177685.11602486012,177506.9327394704,177385.05000688336,177552.14725071317,178230.03128775477,178524.21174175313,178434.67608419099,178227.00324916397,178562.0495167002,179768.1649791108,181486.8394438153,183750.32446413767,185105.00173773142,185630.4930121199,186187.48743509888,186936.20402461183,187755.4165595424,187791.30001328108,187760.60033586467,187819.29255589863,188262.03885016873,189407.83019829282,190608.17045871937,191776.35064313188,191966.29063529844,192087.30373488078,192222.7813601254,192694.48032027352,193456.60051602658,194807.99110257544,196444.86481074276,198053.02458218194,199156.30653699828,200101.06727006802,201035.7212666059,202036.51074687298,202690.08960764355,202636.61759281904,202407.58990420782,202510.2498,202460.59464669498,202639.60093857857,202968.3515157581,204306.52646820305,205684.06161995602,207356.99130371588,208873.00943759023,210044.7259881591,209054.87463112595,206316.96811499214,203146.85292697023,201402.71556308182,200887.94222765742,200975.7626832854,201522.25004897625,202854.21123748823,204299.5683929253,205626.5139070173,206701.9733,207489.20646177637,208002.6579896442,208849.1836195039,210069.14296882146,211914.7048919207,213197.89088684114,214509.30191585489,215687.81070309915,217487.42990370697,219382.35970988232,221605.17736549396,223953.23106091152,226657.56039011313,229277.29674812662,231847.1024088234,234265.58911296632,236443.1464,237914.80388649434,239170.45561746904,240309.31491365112,240201.11783971134,239398.86361671568,238395.88569836863,238981.32997313133,240098.91603717266,241008.85418087177,241715.90272274634,242064.4685460754,242614.95266759515,242621.10259187417,242996.59462527037,243833.66889641856,245206.1615281777,246040.98748615128,245698.01945906706,245045.5271651342,244218.7932,244115.42116544986,243482.77426031666,241511.40397126085,239626.12706001996,237904.91957278657,237603.16987073442,236543.91725581247,235413.12200580808,234153.63985766927,232873.56800167335,231491.3876063151,229953.36989170103,228606.74030689985,227528.56769099654,227193.46644329387,227592.8738130976,228495.73581517278,229453.12430418274,229887.12444922654,229971.2697549753,229737.03158567127,229330.11735243365,228612.5124755789,226653.75526924807,224947.63793842777,223610.70006914707,223836.66037041368,224093.8951300917,224730.95415589932,224735.44094002014,224533.4015648651,224038.02709905358,222954.88432331578,221729.45549148298,219861.44861759202,217333.34311363648,214855.34807056628,213317.22685785513,213032.0064407821,212596.71789905927,212236.48726130894,212032.82819868586,211771.82691460752,210780.46057953787,209750.02185716844,208870.64985947043,208418.73620490645,207829.1996796933,206960.77829357726,206057.43786636632,205129.9957796028,204842.97824799977,204914.81982757678,205680.71062612478,205988.16032966445,205773.52625420887,204722.40605037496,203724.2928151136,203448.15311473972,203765.94149066496,204488.45133258123,204307.22219700887,204451.63820606607,204586.0543827541,205530.76104155465,206204.63985554336,206961.29691135386,207453.90053896673,207929.92441325565,207997.60487194938,207999.9363522346,207187.0774877946,205941.16490856642,204363.56420683966,203735.87782970277,204081.81739249802,204987.21503040785,205429.6957936467,205641.04286560495,205386.41928683667,205391.2191198883,206193.81664905278,208224.41603160193,211054.7596962468,213936.55287527107,216617.28377030182,218570.7986674294,219953.62232177146,221585.09354340637,223004.03970824528,224178.10661612262,224411.13593411303,225458.12072742556,226699.81094064398,227847.18466220595,228539.93143153007,228185.98822569227,227371.71287862447,226556.00840769333,227458.04728574367,229358.7900176151,231415.73960336123,232672.39076180998,233913.0941744848,234623.33402619985,235275.69130288064,235357.17568488026,234823.4323,233564.2022738949,231844.6019269406,230350.94692283784,229090.23536653374,227941.16742800095,227390.38176079452,227416.9739002638,228132.37786195742,229078.98731193203,230759.38710613668,231864.1880007172,233389.2197809392,234834.40467002927,235962.48528894733,236558.59356739125,235963.12813422165,234938.09551416407,233286.67532098395,233010.10804674297,234009.06403094783,235864.8864891814,236790.72744589043,237669.83040850548,238539.5905,240038.36041900856,242796.8235750981,246133.2000603696,249586.26818410287,251881.39091232058,252878.80292797487,254062.23187713823,255022.47236765063,256025.0991856258,256042.4853337912,255734.07950277798,255845.34850907893,258010.3773222457,261204.76919096414,264532.2678670754,267946.3332876356,270371.2396431304,271443.0626119659,270203.8927625579,269651.29370096273,271132.26507761725,274309.8667468583,276947.3953084378,278915.70371370105,279311.4675231895,280418.3022357146,281537.64216201386,283247.4560032057,285568.0776,288621.3005735735,291824.4436463998,293521.82873382536,294315.29042061913,295692.13278062845,297897.22635927127,300095.587,300037.3430061936,300155.2402416383,300826.8847114597,302493.7815287224,303424.85174689075,304534.69939902815,305924.36724777234,306036.2387253163,303721.45563136996,300632.46534185484,297569.8599363545,294169.1755005361,290926.9585919166,288758.93735741195,288659.99125932367,288037.3372709306,284355.17964726436,279614.4215473438,275107.9429,271802.3873,267806.8344677882,263848.63565759466,260534.51886477074,258680.25060062294,257267.15632909068,257889.13761027882,258204.70999938113,258617.15615671393,258062.57242460802,256693.13615301216,255475.58445134197,254138.3578033537,253334.9787608114,252928.6770574361,253012.74897095762,253204.56032064883,252740.51896622448,251592.55757566192,251090.8082464958,250284.4195625709,250230.5080889385,251304.3829170638,253233.97532616055,256094.14965464818,258570.1390399883,261029.19507370619
183,Orleans Parish,114457.31513762355,114463.08401984567,114609.61218587465,114925.85779887531,115379.14259750467,116112.37579336467,116788.60181194864,117497.55892594725,118159.67106243844,118945.6542021354,119951.15262581239,120822.6026823146,121969.74290173034,122960.01860214856,123973.41578782513,124743.4014705927,125637.0617007191,126470.54254953458,127328.70267655024,127997.04087757102,128744.43976290959,129340.26413880558,129747.77304387618,129858.25455056802,129879.90245644307,130078.5237819056,130455.24165962682,130896.95712442759,131342.89585693812,132013.57964305478,132872.9555914989,133941.14365269945,134843.79283839613,135762.60931985138,136468.98610182412,137253.32900759825,137875.8684738964,138489.11217575692,138975.84630121206,139575.45460040588,140351.42629842347,141175.50282781976,141980.35739509575,142816.41009013358,143748.52832155628,144828.99783689072,145845.5171533763,146864.6639537538,147778.65953403607,148774.54294557657,149819.64267192825,150965.585,152204.94932320813,153540.74986036393,154868.6703475592,155945.44332926846,156849.29063321042,157740.65875491276,158689.3071784325,159594.9858193811,160514.7294700153,161685.96918520713,162984.56731558088,164143.3666,165144.5113289203,166014.5052,167068.81501329647,168048.26234421544,168980.11445025454,169711.25516419348,170489.6395699412,171059.6752697322,171613.08656577245,171618.05919402084,171433.58137938738,,,,,,143038.3239399041,139103.52574859327,137467.83959585533,136601.67447980118,136400.3249977341,136468.84621519432,136686.83300225632,136923.40532612475,137218.50256079345,137667.15307012026,138235.38929042994,139048.46839564032,139818.4905136181,140313.66649369593,140295.74377782768,140103.9470946967,139880.51922453495,139233.70207431694,137558.58758306256,136196.79446724558,137182.2395027137,139388.73731473647,142202.53817964986,143866.1676464967,146115.8634286071,147507.9211734744,148536.53651797786,148104.49057983668,146898.7672,145027.15731695527,143322.0479404465,142424.4760000611,142309.20640552396,142266.77592237748,142688.94889094427,142636.33554836805,142752.10141604065,142479.42469929857,141923.3508931132,141980.0915,142467.97395928533,143457.95143855028,144638.31469497207,145194.3794,145789.00146855024,146028.66001500702,146057.80673895314,145939.5251742209,145236.22259162922,144632.01814950642,144041.42882760902,144145.9000335541,144370.11887435187,144414.78038081105,144095.97679268316,143675.30612275796,143186.82061892364,142839.3646956506,142542.2020589885,142303.97470778684,142076.30015265444,141878.77776303052,141896.79865242916,141094.6551026658,139892.32734769987,138836.91710377584,138794.73353218578,139854.74014086308,141953.18740233677,144819.63299163047,147965.99189769346,151088.2643639689,154111.7312395974,156541.26170529568,157834.31833248676,158605.75353282853,159224.88745432973,159593.3231169006,159619.62158358586,160073.05376868127,161086.32202210696,163352.57876684802,165407.4355413966,167664.64549102218,169164.9802785616,170532.87400808823,172435.35153291782,174872.0210317492,177397.9981654624,177848.71533237633,176605.0630707438,174464.05972263656,172333.28886137882,170522.39528255057,169350.87908368683,168918.68171810056,168757.22938909044,168862.58484472756,169612.44553981654,170936.25760530116,172583.36506162933,174968.04620074652,177621.59574046856,180637.58497388524,182682.45170813904,184148.42986739718,185279.2088815966,186541.8275365469,187814.8597645201,189051.80872844157,190995.9151859356,194108.58297225655,197100.9514909405,199553.0118769058,201072.95045738132,202594.59386484584,203354.5819211155,203733.59942982343,203279.1458447848,203123.29018064123,202760.59916601455,203575.89928396165,205031.0854153986,205582.10548160956,205376.81638045088,204619.7825139469,204936.6562468779,205292.62962735395,204945.90766325066,204332.35565196737,203437.64001595028,202433.69640790377,201773.27703457477,201133.98703103978,201399.0009257683,201575.39166008253,202803.27659851042,204696.5245074758,206812.93900142657,207815.4959085939,207539.37145513762,206889.42634941716,206674.55669540956,206804.2884,206773.3360477904,206499.9483617983,206484.68232739382,207165.97772140347,209570.2668422116,213611.32805806748,218720.51550063168,222731.10694654228,225185.04583643703,226210.87585775813,227006.10061958898,227735.37718805182,228415.61989804497,229165.3014476717,230347.90902055972,232070.12127342026,234112.21654204524,236335.66489386078,238590.25880867708,240511.3330306229,241368.10815908588,240638.60790573782,239592.27242751967,239035.17236994044,239836.5394642578,241206.09027711322,243418.06828061826,245955.6802826397,248779.16511668768,252077.70752345698,256244.69515225943,260425.49175144001,263993.84322913585,266499.7878,268300.62494783505,268612.6443185575,268520.07224275544,268709.6486993136,269786.8820970533,271390.83212206396,273906.1417717491,277458.7121939012,281992.7664897346,286162.1467664545,289204.50538461714,291139.23367700254,291471.13737456646,290280.76567417773,287639.5958115892,284958.4251773039,282414.99846962007,279548.1644248118,275992.9053831769,272376.88939109136,269768.66900971584,268718.6935891265,268609.16408420634,268456.54258694936,267493.0134001158,266147.37906060455,264255.63014572696,262169.9916144728,259644.8505855437,257177.10822404522,254723.47526764174,252892.8139135431,251815.76021766485,251505.6837026358,251315.62336934987,250421.28725778926,249103.04868250826,247547.51506195156,246335.57692538993,245273.77732823012,244921.4327238125,245260.47604506018,245288.31261342778,244684.62533179906,243340.79984742668,242208.42840941643,241274.9297520777,240797.04123903337,240617.09975718395,240693.7884529327,240126.68734556847,239059.04430443922
265,Saint Tammany Parish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172111.11665376206,172961.96191970335,173358.65643958104,174290.27976253684,174788.1032412349,175622.63927049935,176770.4434,178012.15270624915,179273.45801449017,180337.04349745726,181437.83332091416,182608.39464497296,183585.84875713848,184654.9927054335,185456.69076669976,186262.27018004874,185179.0973191942,184144.61187676215,183049.14502436703,183621.53932084286,184281.83674422684,185407.21261515553,187072.37134859912,188936.32301413757,190758.58973143782,192625.43920895443,194687.82956787667,196930.14501723787,199285.41047843362,201493.4088321549,203540.69773912907,205399.2166197564,207210.11377443132,209311.38105822486,211514.3378821567,213431.81910464345,214923.20932208374,216040.40747744334,217095.17328286744,217915.70284153215,218761.37642311412,219645.08558191263,220564.90680713454,221282.86760649667,222009.10269907783,222811.28481848686,223692.7031615101,224225.63729433413,224434.9780492553,224394.75116054574,224503.96243870817,224705.41550074378,225130.2664728506,225007.7777608525,223621.5720856752,220388.12657913473,216958.04664394958,214031.4492896337,213483.07472441517,213048.60774465968,212756.3854828449,211353.3759,210001.5475632851,209386.61721620095,209131.6043818989,209429.59045161156,209348.60146497886,209989.42161730173,210312.67601866034,211407.4804585766,210798.78189444463,208656.95425540736,204557.04502465227,201609.39311311897,200969.07253269225,201843.26449951166,202324.2680350299,201857.73598527224,201571.9646119857,201653.13623380123,202346.06057878156,202442.2813228371,202247.0953593634,202065.83742236427,202790.89524795825,203658.3028,204657.44401958364,204858.16205970582,205303.5389798579,202890.3154034518,199687.7701658016,196017.92665071285,194576.46559414652,193737.35425914565,192589.29960856002,191440.30512443557,189878.10384954093,187718.44335132488,185687.54229769032,183751.67146359055,183534.70183540872,183769.17063208064,184491.37773949964,184394.64547737606,184370.64039687408,185030.17009643593,186203.2323844492,187387.7901374369,188396.65720892104,189269.34088052285,189642.71508514727,189851.11733911638,190225.0353831777,190743.3474076423,191482.66997178106,192608.91610916017,194233.9434784548,195823.4140054673,196891.26897926684,198139.87595322542,199793.8276769937,201612.75157708352,202176.35602800126,201392.07597583873,200115.1870063731,199395.4467012342,199504.71244458653,200085.0281823323,201303.92706461542,202886.1294790616,204325.51885335683,205110.7679563611,205674.2478014305,206110.70534247134,206718.17273327732,206554.95429395814,206036.43214182206,205564.7159708217,206049.4406545779,206993.99990210772,208116.0988686861,208751.10784396334,209223.2336495096,209738.21572003257,210699.64993904353,212233.47019283412,213508.5447956638,214449.98393859583,214608.70386388712,214865.06603492834,214866.86359419362,215254.62248031772,215482.0354542441,216148.30350642782,216615.86296244673,217485.18940178258,218118.49660920966,219078.5494,219685.58791945459,220035.6706225162,219822.2437720412,219811.28431029673,220145.6015,220782.28825712568,221012.90547480082,220915.5427556087,220953.83065566825,221037.4198971203,221535.9352567921,222169.6380244773,223021.43679196524,223681.7745887513,224518.61833250243,225754.8864959823,226950.35523462796,227003.23817222484,225783.45079800862,224124.3115496453,223390.83300710644,223061.9558443694,223020.56583258495,222193.99688018337,221403.49218073368,220860.11406605135,220962.14324128316,222047.63108245257,223494.03299713487,225031.97397466868,226183.61965216594,227038.82547648333,227770.4295149659,228138.63804770747,228356.76522917452,228726.46540420424,229671.5829325735,231179.32137855375,232969.82318824623,234231.88133211914,234785.2244850196,234797.40101118677,234344.4809187367,234208.08899298403,234514.6865558892,236061.78865298777,238289.03803048958,240858.80749134696,243264.38258491908,245486.7168761648,247355.73737700665,249360.90256276156,251594.91126285322,254458.97776318807,257931.93492743353,261718.45319526937,265368.30462598894,268173.1535673726,270574.51876591914,272740.35758887406,275123.9752,277183.5671004804,279677.2656743327,282644.35751958046,286189.31502777507,289839.0515689973,292817.0776769149,295176.9568173603,296140.47509803576,295969.9450390016,294469.5457552321,292773.29195070505,290441.0498000276,288121.3254832762,285391.92112924065,283236.13105837273,282358.42127684364,282336.99704780855,283250.6041,283578.6582573542,283336.6728210353,282374.0168879041,281267.3891540053,280318.2402386506,279487.2098747997,278629.81642090855,277481.03698171925,276875.51690939564,277003.1330231069,278147.16167049675,278888.6789990139,278930.90884460096,278409.47859558155,277694.56376899267,277251.258,276977.18814484304,277282.3629197182,278002.27844295563,278796.79544309276,279398.2609492184,279706.2319729931,280329.6930734739,280834.97240143834,280806.8519460007,280111.2383843663,279085.09580468055,278179.86716035905,277339.75040767743
281,Lafayette Parish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164829.9133236309,165090.7565214677,164993.54142457442,164956.8587525953,165176.77806600652,165896.91488614105,166968.72367170735,168153.71283133514,169417.8613987642,170633.6923731921,171450.35768464496,172311.96178595917,173221.42065876652,174036.66404912146,174413.4647939645,174476.2439,173317.64791915304,171760.9533764449,170039.6507469277,169653.1849351858,169732.80049369184,170320.0685814429,170950.34976329762,172292.63934895044,173935.43763334185,176373.0209921424,178468.91484436727,180366.24329798078,181904.98004323794,183682.53421267998,185936.4467,188470.52972509354,190860.17373482592,192681.55680719833,194053.29947339548,195268.48612883745,196249.05153350034,196824.89518826874,196871.47784813598,196847.96930757922,197092.16206159105,197787.04928874693,198826.78226921833,199889.89806219496,200842.35634500117,201633.96384897773,202237.50219854366,202614.67270674402,202641.54106899802,202496.91168598586,202368.96691409117,202420.95643062587,202921.4316123163,203660.9658443821,204448.5222897816,205003.42769389958,205523.47169671193,205959.03708708953,206084.17699677296,205907.00190817998,204669.27255896633,202971.7137668469,201234.3026,200358.45534995795,199990.98501407696,199827.48804938936,199780.88537839227,199867.12006252457,199907.94149392055,199836.0497472155,199544.85745691546,199093.13862838512,196305.32962216358,192903.45860050575,189241.9490181989,187691.31947646607,188504.29603768513,190330.2600220356,192724.34010238072,193625.57328172433,193968.35525420366,193960.16545288227,193613.81135647473,193537.96604613363,193888.8673769814,194233.52300811934,192734.45115210986,190322.25686134738,188069.79838471694,187018.54010543218,186470.3964550712,185887.19051045945,185559.9654573996,185197.5026036978,184744.54127720743,184472.61299018576,184474.79590736897,184502.6147,184157.48165432128,183368.09473285623,182220.30371288653,181582.3345845194,181310.90064665838,181444.12758981402,182022.4581355435,183056.23786482378,184477.43027107776,185115.75143726173,185655.55720673152,186402.3241666278,187718.41568542566,188652.86344778992,189567.19432524985,190245.15053436495,191296.9133722535,192546.69101769003,193674.8621915929,194566.1149582209,194867.87100629226,195133.90038097266,195873.56676601805,196868.9521635978,198327.52076079973,199029.48745942244,199428.85665212086,199570.4702471539,200256.81870248847,201011.71726242887,201546.8132798409,201851.3562824159,202345.1940209209,202277.5203423717,202074.3315372752,201676.54302365522,201970.0449993168,202361.39561537173,202666.14940959707,203116.48542351127,203577.3263232147,204653.80430219136,206038.12081717898,207470.59029189203,208463.44276426407,208575.7031432246,208565.47991141796,208826.7496419589,209558.32321506544,210650.3884357237,211397.82656088736,211857.16298589823,211757.56918884782,211534.0496952909,211258.95893782936,210465.16493804634,208920.26912185803,207088.62694602576,205469.8618574756,204682.02850833503,204406.40208173124,204901.97737892918,205325.70418935874,205764.7226,206111.5867,206531.90531618617,206507.62342329187,206240.60838349373,206000.07508192907,206023.6223081927,206324.09781531242,206685.11786624478,207104.5272214019,207275.67606170382,207066.85376402992,206681.94717422265,206327.2990204999,205988.43038189705,205637.15908941688,204908.02288029515,204958.43132431956,204940.56429220832,205297.36472337763,204649.10120587563,204234.95501005222,203998.88708252987,204446.67484235336,205361.01122207617,206234.58699194586,206777.37258532093,206878.17967030383,206930.76821125663,207117.50671248863,207362.40037878382,207393.15799421925,207519.72009592145,208016.69507503122,209070.34942597453,210097.3517580971,210537.50654353749,210506.37458036235,210306.30510982862,210053.60593456065,209821.60430715026,210018.06745176247,211235.9652,212936.63851856664,214143.3637463194,214262.45748732056,213664.9157453354,213012.90791373234,212790.32610178154,213003.7155978071,213923.63834945648,215385.98430470462,217091.28493269833,218973.4752266917,220525.5639,222306.5650779116,224299.99620075175,226785.92482980154,229134.5109570103,230983.50786390912,232140.32757744667,233316.00639283963,235152.04868190945,237290.42571477193,239233.6832763052,240213.3142334581,240444.44475753812,240295.11532958384,240180.4379021797,240194.40008290656,240026.77782166703,239371.55847078972,238275.3673,237799.56723961598,237823.29835520862,238724.4449274008,239347.00508947254,239471.79763729978,238602.57075003945,237233.6937193745,236018.43100350114,235300.82777227834,234769.3482691578,234447.69739342007,234853.6704331972,235641.88219196605,236541.67755753172,236550.37217978633,235796.36922966308,234721.66687189523,233506.4007,232484.6358046195,231657.24200695814,231492.2811362266,231716.7509254373,231842.56921070264,231809.99841689985,231165.70158965627,230510.7988492942,229994.9683059418,230106.99165582485,230185.8203864155,230211.0370064739,230373.18476884847,230968.7063485477
